name,display_name,aliases,category,display_class,tags,default_route,all_routes,routes_with_dose,has_dose_data,has_duration_data,half_life_minutes,mechanism_summary,effects,references,data_gaps
3C-P,,3cp | 4-propoxy-3 | 5-dimethoxyamphetamine | amphetamine homolog of proscaline,Psychedelic,recreational,class:substituted amphetamines | research-chemical,insufflation,insufflation | oral,insufflation | oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
3F-PiHP,,3-Fluoro-PiHP | 3F-Alpha-PHIP | 3F-PHIP | 3F-alpha-PiHP | 3F-Α-PiHP,Stimulant,recreational,pyrrolidinophenone-predicted,inhalation,inhalation | insufflation | oral,inhalation | insufflation | oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
4'-Chlorodiazepam,,4'-Chlordiazepam | 4-Chlorodiazepam | Chlorodiazepam | Ro 5-4864 | Ro5-4864,Benzodiazepine,recreational,GABAA-PAM | NOT-classical-benzodiazepine | TSPO-agonist | benzodiazepine | research-chemical | research-tool | tentative,oral,oral,oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
"4'-DMA-7,8-DHF",,4'-DMA-DHF,Nootropic,recreational,BDNF | TrkB-agonist | flavonoid | neurotrophic | nootropic | research-chemical,,,,no,no,,"A small-molecule agonist of TrkB — the receptor for brain-derived neurotrophic factor (BDNF) — that activates TrkB signaling directly, mimicking BDNF. A synthetic 7,8-DHF derivative with higher potency and longer action than the parent.",,"A Synthetic 7,8-Dihydroxyflavone Derivative Promotes Neurogenesis and Exhibits Potent Antidepressant Effect | Small-molecule TrkB receptor agonists improve motor function and extend survival in a mouse model of Huntington's disease | https://en.wikipedia.org/wiki/7,8-Dihydroxyflavone","dose_ranges_by_route, duration_by_route, half_life_minutes"
4'-Fluoro-4-methylaminorex,4-FPO,4'-F-4-MAR | 4-FPO | 4F-MAR | P-F-4-MAR,Stimulant,recreational,,insufflation,insufflation | oral,insufflation | oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
"4,4'-Dimethylaminorex",,"4,4'-DMAR | 4-M-4-MAR | 4-methyl-U4Euh | 4-methyl-euphoria | Serotoni",Stimulant,recreational,balanced-SNDRA | fatal-overdose-risk,insufflation,insufflation | oral,insufflation | oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
"4,4-DMAR",,"4,4'-DMAR | 4,4'-dimethylaminorex | 4,4-DMAP | Serotoni",Empathogen,recreational,PAH-risk | SNDRA | aminorex-class | fatalities-confirmed | habit-forming | tentative,oral,oral,,no,yes,,,,,"dose_ranges_by_route, half_life_minutes, mechanism_of_action, references"
"4,5-MDO-DiPT",,,Psychedelic,recreational,5-HT2A-agonist | TIHKAL | tryptamine,,,,no,no,,,,https://erowid.org/library/books_online/tihkal/tihkal28.shtml,"dose_ranges_by_route, duration_by_route, half_life_minutes, mechanism_of_action"
4-AcO-DALT,,4acodalt,Psychedelic,recreational,research-chemical,inhalation,inhalation | oral,inhalation | oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
4-AcO-DET,,4-Acetoxy-DET | Ethacetin | ethylacybin,Psychedelic,recreational,class:Tryptamine | class:substituted tryptamines | prodrug | research-chemical | tentative,insufflation,inhalation | insufflation | oral,insufflation | oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
4-AcO-DiPT,,4-Acetoxy-DiPT | 4acodipt | Aces | Ipracetin | iprocetyl,Psychedelic,recreational,5-HT2A-agonist | class:substituted tryptamines | prodrug | research-chemical | tryptamine,oral,oral,oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
4-AcO-DMT,,4-AcO | 4-Acetoxy-DMT | 4acodmt | O-Acetylpsilocin | Psilacetin | Synthetic mushrooms | acetylpsilocin,Psychedelic,recreational,5-HT2A-agonist | CES1-substrate | class:Tryptamine | class:substituted tryptamines | no-human-data | prodrug-of-psilocin | research-chemical | tryptamine,insufflation,insufflation | oral,insufflation | oral,yes,yes,,"当 O-乙酰赛洛辛（也就是 4-AcO-DMT）进入身体后，它会在首过代谢期间以及随后经过肝脏时，被脱乙酰酶/乙酰转移酶脱去乙酰基，变成赛洛辛（因为通过非肠道途径摄入时它也有效，所以这点很明显喵）。

4-AcO-DMT 的迷幻效果被认为来自于它作为5-HT2A受体的部分激动剂的作用。不过，这些相互作用具体是如何产生迷幻体验的，科学家们还在努力研究中呢。

关于乙酰化形式（4-AcO-DMT）和非乙酰化形式（赛洛辛）在主观感受上的区别，说法不一喵：有的用户说 O-乙酰赛洛辛持续时间稍微长一点，有的却说短得多。许多用户报告说，和赛洛辛相比，它的身体负荷（Body load）和恶心感更轻。还有些用户觉得 O-乙酰赛洛辛产生的视觉效果更像 DMT，而不是赛洛辛或赛洛西宾。如果 psilacetin 本身就有精神活性，而不仅仅是作为前药的话，这些差异是有可能的。尽管如此，目前还没有对照临床研究来区分 psilacetin、psilocin 和 psilocybin 之间的现象学差异哦。","Acuity enhancement | After images | Analysis enhancement | Auditory distortion | Auditory enhancement | Auditory hallucinations | Autonomous entities | Color enhancement | Color shifting | Conceptual thinking | Creativity enhancement | Delusions | Drifting | Déjà vu | Emotion enhancement | Enhancement and suppression cycles | Excessive yawning | Exposure to inner mechanics of consciousness | External hallucinations | Feelings of impending doom | Feelings of interdependent opposites | Feelings of predeterminism | Feelings of self-design | Geometry | Immersion enhancement | Internal hallucinations | Machinescapes | Memory suppression | Mindfulness | Novelty enhancement | Pattern recognition enhancement | Personal bias suppression | Personal meaning enhancement | Perspective alterations | Pupil dilation | Rejuvenation | Runny nose | Salivation | Scenarios and plots | Scenery slicing | Sedation | Settings, sceneries, and landscapes | Spirituality enhancement | Spontaneous tactile sensations | Subconscious communication | Symmetrical texture repetition | Synaesthesia | Teeth grinding | Temperature regulation suppression",,"half_life_minutes, references"
4-AcO-DPT,,4-acetoxy-DPT | 4acodpt,Psychedelic,recreational,prodrug | research-chemical | tentative,insufflation,insufflation,insufflation,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
4-AcO-MET,,4-Acetoxy-MET | 4acomet | Metacetin | O-Acetylmetocin,Psychedelic,recreational,class:substituted tryptamines | prodrug | research-chemical,oral,oral,oral,yes,yes,,,"Acuity enhancement | After images | Analysis enhancement | Auditory distortion | Auditory enhancement | Auditory hallucinations | Autonomous entities | Color enhancement | Color shifting | Conceptual thinking | Delusions | Drifting | Emotion enhancement | Feelings of interdependent opposites | Geometry | Immersion enhancement | Internal hallucinations | Memory suppression | Nausea | Novelty enhancement | Pattern recognition enhancement | Personal bias suppression | Perspective alterations | Pupil dilation | Scenarios and plots | Scenery slicing | Sedation | Settings, sceneries, and landscapes | Spontaneous tactile sensations | Subconscious communication | Symmetrical texture repetition | Thought acceleration | Thought connectivity | Thought loops | Time distortion | Tracers | Transformations | Unity and interconnectedness | Wakefulness",,"half_life_minutes, mechanism_of_action, references"
4-AcO-MiPT,,4-acetoxy-MiPT | 4acomipt | Mipracetin | O-Acetylmiprocin,Psychedelic,recreational,5-HT2A-agonist | MISCATEGORIZED | class:substituted tryptamines | prodrug | psychedelic | research-chemical | tentative,inhalation,inhalation | oral,inhalation | oral,yes,yes,,"与大多数迷幻色胺类物质一样，4-AcO-MiPT被认为主要作为5-HT2A部分激动剂起作用。迷幻效应被认为来自于4-AcO-MiPT在5-HT2A受体上的结合功效。

然而，这些相互作用的作用以及它们如何导致迷幻体验仍然难以捉摸。",,,"half_life_minutes, references"
4-Benzylpiperidine,4-BP,4-BP | 4-PMPD,Stimulant,recreational,DRI | habit-forming | no-human-data | research-chemical | tentative,oral,oral,oral,yes,yes,,,,https://en.wikipedia.org/wiki/4-Benzylpiperidine,"half_life_minutes, mechanism_of_action"
"4-BR-3,5-DMA",,"4,3,5-DOB",Psychedelic,recreational,PIHKAL | no-human-data | phenethylamine,oral,oral,oral,yes,yes,,,,https://erowid.org/library/books_online/pihkal/pihkal018.shtml,"half_life_minutes, mechanism_of_action"
4-Bromoamphetamine,4-BA,4-BA | 4-BR-AMP | PBA | p-BA | p-Bromoamphetamine | para-Bromoamphetamine,Stimulant,recreational,MAO-A-inhibitor | serotonergic-neurotoxin,oral,oral,oral,yes,no,,,,,"duration_by_route, half_life_minutes, mechanism_of_action, references"
4-CBC,,,Empathogen,recreational,habit-forming | research-chemical,insufflation,insufflation | oral,insufflation | oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
4-CEC,,4-Chloroethcathinone | p-chloro-ethcathinone | para-chloro-ethcathinone,Stimulant,recreational,SERT-selective | class:Substituted cathinone | hybrid-DAT-blocker-SERT-substrate | para-chloro-neurotoxicity-flag,oral,oral,oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
4-Chloroamphetamine,4-CA,4-CA | 4-氯苯丙胺 | PCA | p-Chloroamphetamine | para-Chloroamphetamine | 对氯苯丙胺,Stimulant,recreational,MAO-A-inhibitor | serotonergic-neurotoxin,oral,oral,oral,yes,yes,,"4-Chloroamphetamine acts as a releasing agent for the monoamine neurotransmitter serotonin. At higher doses it depletes serotonin in the brain.

Additionally, a reduction in tryptophan hydroxylase activity has been observed.",,,"half_life_minutes, references"
4-Chlorobuphedrone,,4-CBC | 4-chloro-buphedrone | 4-chloro-butyrophenone cathinone | para-Chloro-buphedrone,Stimulant,recreational,hybrid-DAT-blocker-SERT-substrate-predicted | para-chloro-neurotoxicity-flag,insufflation,insufflation | oral,insufflation | oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
4-Chloromethamphetamine,4-CMA,4-CMA | CMA | PCMA | Ro 4-6861 | p-Chloromethamphetamine | para-Chloromethamphetamine,Other,recreational,research-chemical | serotonergic-neurotoxin,oral,oral,oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
4-CL-PPP,,4-CL-Α-PPP | 4-chloro-PPP | p-chloro-α-PPP,Stimulant,recreational,,insufflation,insufflation | oral,insufflation | oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
4-CMC,,4-CL-MC | 4-Chloromethcathinone | 4cmc | Clephedrone | p-Chloromethcathinone,Stimulant,recreational,DRI | SNDRA | cathinone | fatalities-reported | habit-forming | neurotoxic-evidence-preliminary | no-human-data | oxidative-stress-toxicity | para-chloro-neurotoxicity-flag | phenethylamine | research-chemical | substrate-releaser,insufflation,insufflation | oral,insufflation | oral,yes,yes,,,,https://en.wikipedia.org/wiki/Clephedrone,"half_life_minutes, mechanism_of_action"
4-D,,4-trideuteromescaline,Psychedelic,recreational,PIHKAL | no-human-data | phenethylamine,oral,oral,oral,yes,yes,,,,https://erowid.org/library/books_online/pihkal/pihkal050.shtml,"half_life_minutes, mechanism_of_action"
4-EEC,,4-Ethyl-ethcathinone | 4-Ethylethcathinone | p-ethyl ethcathinone | para-ethyl ethcathinone,Stimulant,recreational,hybrid-predicted,insufflation,insufflation | oral | rectal,insufflation | oral | rectal,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
4-EMC,,4-Ethylmethcathinone | 4Et-MC,Stimulant,recreational,cathinone | habit-forming | no-human-data | research-chemical | substrate-releaser-predicted,insufflation,insufflation | intravenous | oral | rectal,insufflation | intravenous | oral | rectal,yes,yes,,,,https://en.wikipedia.org/wiki/4-Ethylmethcathinone,"half_life_minutes, mechanism_of_action"
4-EPD,,4-ethylpentedrone,Stimulant,recreational,DAT-preferring-predicted | habit-forming | tentative,insufflation,insufflation,insufflation,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
4-Fluoro-A-pyrrolidinopropiophenone,,4-FPPP | 4F-PPP | pFPPP,Stimulant,recreational,,insufflation,insufflation | oral,insufflation | oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
4-Fluoroamphetamine,,4-FA | 4-FMP | 4fa | Flux | PAL-303 | PFA | p-fluoroamphetamine | para-Fluoroamphetamine,Empathogen,recreational,5-HT2B-weak | class:substituted amphetamines | empathogen-stimulant-hybrid | habit-forming | research-chemical,insufflation,insufflation | oral,insufflation | oral,yes,yes,510.0,,"Analysis enhancement | Anxiety | Appetite suppression | Cognitive euphoria | Cognitive fatigue | Compulsive redosing | Dehydration | Depression | Ego inflation | Empathy, love, and sociability enhancement | Focus enhancement | Increased heart rate | Increased libido | Increased perspiration | Irritability | Motivation enhancement | Novelty enhancement | Physical euphoria | Stimulation | Tactile enhancement | Teeth grinding | Thought acceleration | Thought connectivity | Thought deceleration | Wakefulness",Pharmacokinetic properties of 4-fluoroamphetamine in serum and oral fluid after oral ingestion,mechanism_of_action
4-Fluorodeprenyl,,4-F-Deprenyl | 4-Fluoroselegiline | p-F-Deprenyl | p-Fluoroselegiline | pF-Deprenyl | pFSL,,recreational,MAO-B-inhibitor | PET-tracer,oral,oral | sublingual,oral | sublingual,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
4-Fluoroethamphetamine,4-FEA,4-FEA | 4-FNEA | 4-fluoroethylamphetamine | p-FEA | para-fluoroethamphetamine,Stimulant,recreational,research-chemical | tentative,insufflation,insufflation | oral,insufflation | oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
4-Fluoroethylphenidate,,4-FEPH | 4-氟哌乙酯 | 4F-EPH,Stimulant,recreational,DAT-selective | habit-forming | research-chemical | tentative,oral,oral,oral,yes,yes,,一般认为，4F-EPH作为多巴胺再摄取抑制剂的效率高于与其近缘的哌甲酯。这意味着它会通过结合并部分阻断通常将这些单胺从突触间隙中移除的转运蛋白，从而有效提高脑内多巴胺神经递质水平。这使多巴胺在脑内某些局部区域蓄积，并由此产生兴奋和欣快效应。,,,"half_life_minutes, references"
4-Fluoropentedrone,,4-F-pentedrone | 4-FPD | 4F-PD | 4f-pentedrone,Stimulant,recreational,DAT-NET-blocker-predicted | habit-forming | research-chemical | tentative,insufflation,insufflation | oral | rectal,insufflation | oral | rectal,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
4-Fluorophenibut,,4-F-Phenibut | F-Phenibut | F-Phenibut FAA | Fluorobut | Fluorophenibut | 氟菲尼布特,GABAergic,recreational,GABA-B-agonist | GABA-B-partial-agonist | GABAergic | alpha-2-delta-ligand | class:gabapentinoids | duplicate-of-4-fluorophenibut | habit-forming | high-dependence-risk | research-chemical | tentative,oral,oral | sublingual,oral | sublingual,yes,yes,,,,https://en.wikipedia.org/wiki/Fluorophenibut,"half_life_minutes, mechanism_of_action"
4-Fluorophenylpiperazine,4-FPP,4-FPP | pFPP | para-Fluorophenylpiperazine,Empathogen,recreational,5-HT-agonist | class:phenylpiperazine | piperazine | tentative,insufflation,insufflation | oral | rectal,insufflation | oral | rectal,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
4-FMA,,4-Fluoromethamphetamine | 4-fluromethamphetamine | 4fma,Empathogen,recreational,class:substituted amphetamines | habit-forming | research-chemical,oral,oral,oral,yes,yes,,"就像它的结构类似物 4-FA 一样，4-FMA 被认为是一种多巴胺、血清素和去甲肾上腺素的释放剂和再摄取抑制剂。在低剂量下，它会产生类似苯丙胺的刺激效果；而在超过 125mg 的剂量下，则会产生类似 MDA 的更欣快、更像共情剂的效果呢。研究人员发现了一些证据，表明 4-FMA 的“血清素释放”能力和其他流行的共情剂（比如 MDA、4-MMC 和 4-FA）有一些相似之处。

4-FMA 的作用机制主要是通过结合并部分阻断那些通常负责从突触间隙清除单胺类物质的转运蛋白，从而有效地提高大脑中去甲肾上腺素、多巴胺和血清素这些神经递质的水平（特别是在高剂量下）。这会让多巴胺、去甲肾上腺素和血清素在大脑的各个区域（包括奖赏通路）中积累，从而产生刺激、欣快和共情的效果。

4-FMA 还是 CYP450 抑制剂哦。它会减缓甲基苯丙胺的代谢，这会增加甲基苯丙胺的效力、持续时间和全身毒性，但同时也可能会降低它的细胞毒性呢。",,,"half_life_minutes, references"
4-FPM,,,Other,recreational,research-chemical,,,,no,no,,,,,"dose_ranges_by_route, duration_by_route, half_life_minutes, mechanism_of_action, references"
4-HO-DBT,,,Psychedelic,recreational,TIHKAL | tryptamine,,,,no,no,,,,https://erowid.org/library/books_online/tihkal/tihkal15.shtml,"dose_ranges_by_route, duration_by_route, half_life_minutes, mechanism_of_action"
4-HO-DET,,"4-hydroxy-DET | 4-hydroxy-N,N diethyltryptamine | 4hodet | CZ-74 | Ethocin | Этоцин",Psychedelic,recreational,TIHKAL | class:substituted tryptamines | no-human-data | research-chemical | tryptamine,oral,oral,oral,yes,yes,,,,https://erowid.org/library/books_online/tihkal/tihkal16.shtml,"half_life_minutes, mechanism_of_action"
4-HO-DiPT,,"4-hydroxy-DiPT | 4-羟基-N,N-二异丙基色胺 | Iprocin",Psychedelic,recreational,5-HT2A-agonist | 5-HT2A-vs-2C-selective | TIHKAL | class:substituted tryptamines | research-chemical | tryptamine,oral,oral,oral,yes,yes,,与大多数致幻性色胺一样，4-HO-DiPT 被认为主要作为 5-HT 受体部分激动剂发挥作用。人们认为其致幻效果源于 4-HO-DiPT 对 5-HT 受体的结合效能。然而，这些相互作用的具体角色以及它们如何导致致幻体验的过程，目前在科学界仍然是一个谜呢。,,https://erowid.org/library/books_online/tihkal/tihkal17.shtml,half_life_minutes
4-HO-DPT,,4-Hydroxy-N | 4-hydroxy-DPT | 4hodpt | N-dimethyltryptamine | Procin | n-dipropyltryptamine | 赛洛辛,Psychedelic,recreational,TIHKAL | class:substituted tryptamines | no-human-data | research-chemical | tentative | tryptamine,insufflation,insufflation | oral,insufflation | oral,yes,yes,,,,https://erowid.org/library/books_online/tihkal/tihkal20.shtml,"half_life_minutes, mechanism_of_action"
4-HO-EPT,,4-羟基-N-乙基-N-丙基色胺 | Eprocin,Psychedelic,recreational,class:substituted tryptamines | tentative,oral,oral,oral,yes,yes,,"更多信息请参见：血清素能致幻剂

与大多数迷幻色胺类似，4-HO-EPT 被认为主要作为 5-HT 部分激动剂发挥作用。人们认为其致幻效果源于 4-HO-EPT 对 5-HT 受体的结合效能。然而，这些相互作用的具体角色以及它们如何导致致幻体验，目前仍然是一个谜呢喵。",,,"half_life_minutes, references"
4-HO-MCPT,,4-hydroxy-McPT,Psychedelic,recreational,class:Tryptamine | research-chemical | tentative,oral,insufflation | oral,oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
4-HO-MET,,4homet | Colour | Methylcybin | Metocin | homet,Psychedelic,recreational,TIHKAL | class:Tryptamine | class:substituted tryptamines | no-human-data | research-chemical | tryptamine,inhalation,inhalation | insufflation | intravenous | oral,inhalation | insufflation | intravenous | oral,yes,yes,,4-HO-MET 的迷幻作用被认为来自于它作为部分激动剂在 5-HT2A 受体上的活性。然而，这些相互作用的作用以及它们如何导致迷幻体验仍然是正在进行的科学研究的主题呢。,"Acuity enhancement | Analysis enhancement | Auditory distortion | Auditory enhancement | Auditory hallucinations | Autonomous entities | Bodily control enhancement | Color enhancement | Color shifting | Conceptual thinking | Delusions | Depth perception distortions | Drifting | Emotion enhancement | Geometry | Immersion enhancement | Increased heart rate | Internal hallucinations | Memory suppression | Nausea | Novelty enhancement | Pattern recognition enhancement | Personal bias suppression | Perspective alterations | Perspective distortions | Pupil dilation | Scenarios and plots | Settings, sceneries, and landscapes | Spontaneous tactile sensations | Symmetrical texture repetition | Tactile enhancement | Thought acceleration | Thought loops | Time distortion | Tracers | Transformations | Unity and interconnectedness | Wakefulness",https://erowid.org/library/books_online/tihkal/tihkal21.shtml,half_life_minutes
4-HO-MiPT,,4-HO | 4homipt | Miprocin | ho-mipt | homipt,Psychedelic,recreational,5-HT2A-selective-vs-2B | TIHKAL | class:substituted tryptamines | no-human-data | research-chemical | tryptamine,oral,oral,oral,yes,yes,,4-HO-MiPT的迷幻效应被认为来自于它作为部分激动剂对5-HT2A受体的功效。然而，这些相互作用的作用以及它们如何导致迷幻体验仍然难以捉摸。4-HO-MiPT被认为是一种血清素能迷幻剂。与其他血清素能迷幻剂一样，其作用机制被认为源于其对5-HT2A和5-HT1A血清素受体的部分激动作用。,"Acuity enhancement | After images | Analysis enhancement | Auditory distortion | Auditory enhancement | Auditory hallucinations | Autonomous entities | Color enhancement | Color shifting | Conceptual thinking | Delusions | Drifting | Déjà vu | Emotion enhancement | Enhancement and suppression cycles | Feelings of interdependent opposites | Feelings of predeterminism | Geometry | Immersion enhancement | Internal hallucinations | Memory suppression | Novelty enhancement | Pattern recognition enhancement | Personal bias suppression | Perspective alterations | Pupil dilation | Runny nose | Scenarios and plots | Scenery slicing | Sedation | Settings, sceneries, and landscapes | Spontaneous tactile sensations | Subconscious communication | Symmetrical texture repetition | Synaesthesia | Thought connectivity | Thought loops | Time distortion | Tracers | Transformations | Unity and interconnectedness | Wakefulness | Watery eyes",https://erowid.org/library/books_online/tihkal/tihkal22.shtml,half_life_minutes
4-HO-MPMI,,lucigenol,Psychedelic,recreational,research-chemical | tentative,oral,oral,,no,yes,,,,,"dose_ranges_by_route, half_life_minutes, mechanism_of_action, references"
4-HO-MPT,,4hompt | Meprocin,Psychedelic,recreational,TIHKAL | class:substituted tryptamines | no-human-data | research-chemical | tentative | tryptamine,inhalation,inhalation | oral,inhalation | oral,yes,yes,,,,https://erowid.org/library/books_online/tihkal/tihkal23.shtml,"half_life_minutes, mechanism_of_action"
4-HO-PiPT,,,Psychedelic,recreational,class:Tryptamine,oral,oral,oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
4-HO-PYR-T,,,Psychedelic,recreational,TIHKAL | tryptamine,,,,no,no,,,,https://erowid.org/library/books_online/tihkal/tihkal24.shtml,"dose_ranges_by_route, duration_by_route, half_life_minutes, mechanism_of_action"
4-MA,,,Psychedelic,recreational,PIHKAL | phenethylamine,oral,oral,oral,yes,no,,,,https://erowid.org/library/books_online/pihkal/pihkal097.shtml,"duration_by_route, half_life_minutes, mechanism_of_action"
4-MBC,,(colloquial) benzyl-mephedrone | 4-methylbenzylcathinone | Benzedrone,Stimulant,recreational,weak-DAT-blocker-predicted,insufflation,insufflation | oral,insufflation | oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
4-Me-NEB,,4-methyl NEB,Stimulant,recreational,hybrid-predicted,insufflation,insufflation | oral,insufflation | oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
4-MEC,,4-MeEC | 4-Methylethcathinone | 4mec,Stimulant,recreational,cathinone | class:Substituted cathinone | fatalities-reported | habit-forming | hybrid-DAT-blocker-SERT-substrate | research-chemical,insufflation,insufflation | intravenous | oral,insufflation | intravenous | oral,yes,yes,,,,https://en.wikipedia.org/wiki/4-Methyl-N-ethylcathinone,"half_life_minutes, mechanism_of_action"
4-MeO-MiPT,,,Psychedelic,recreational,TIHKAL | class:Tryptamine | research-chemical | tentative | tryptamine,insufflation,insufflation | oral,insufflation | oral,yes,yes,,,,https://erowid.org/library/books_online/tihkal/tihkal39.shtml,"half_life_minutes, mechanism_of_action"
4-MeO-PCP,,4-Methoxyphencyclidine | 4meopcp | Methoxydine,Dissociative,recreational,NMDA-antagonist | arylcyclohexylamine | class:arylcyclohexylamines | habit-forming | lower-NMDA-than-3-MeO-isomer | research-chemical | sigma-1 | σ2-active,insufflation,insufflation | oral,insufflation | oral,yes,yes,,"4-MeO-PCP 作为 NMDA 受体拮抗剂发挥作用。NMDA 受体允许电信号在大脑和脊柱的神经元之间传递；为了让信号传递，受体必须是开放的。解离剂通过阻断 NMDA 受体来关闭它们。这种神经元的断连导致感觉丧失、运动困难，最终导致几乎等同于著名的“K洞”的状态。

4-MeO-PCP 对 NMDA 受体的亲和力低于 PCP，但高于氯胺酮。它具有口服活性，剂量范围与氯胺酮相似，一些用户需要超过 100mg 的剂量才能达到预期的效果。 用户报告称有效剂量存在巨大差异；这些差异部分可以用灰色市场上销售的样品中存在未反应的 PCC 和其他杂质来解释。 尽管有人认为 4-MeO-PCP 具有多巴胺能活性，但它是 NMDA 受体的相对选择性配体，对多巴胺转运蛋白没有明显的亲和力。",,,"half_life_minutes, references"
4-Methoxybutyrfentanyl,4-MeO-BF,4-MeO-BF | 4-MeO-Butryfentanyl | 4-Methoxy-butyrylfentanyl | p-MeO-butyrylfentanyl | para-Methoxybutyrylfentanyl,Opioid,recreational,CYP3A4-substrate | duplicate-of-4-methoxybutyrfentanyl | habit-forming | mu-full-agonist | mu-opioid-agonist | research-chemical | tentative | wooden-chest-syndrome-risk,insufflation,insufflation | intravenous | oral,insufflation | intravenous | oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
4-Methylaminorex,,4-MAR | 4-MAX | 4-甲基阿米雷司 | Euphoria | Ice | McN-822 | McN822 | U4Euh,Stimulant,recreational,habit-forming | long-duration | potent-DA-releaser | research-chemical | tentative,inhalation,inhalation | insufflation | oral,inhalation | insufflation | oral,yes,yes,870.0,,,"A fatality involving U4Euh, a cyclic derivative of phenylpropanolamine.",mechanism_of_action
4-Methylmethylphenidate,,4'-Methylmethylphenidate | 4-MMPH | 4-Me-TMP | 4-metmp | 4M-TMP | Threo-4-methylmethylphenidate | p-Methyl methylphenidate,Stimulant,recreational,habit-forming | research-chemical | tentative,insufflation,insufflation | oral,insufflation | oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
4-Methylphenmetrazine,,4-MPM | 4-Me-phenmetrazine | Mephenmetrazine | p-Methylphenmetrazine | para-methylphenmetrazine,Empathogen,recreational,class:Substituted phenylmorpholine | entactogen-like | habit-forming | non-selective-releaser | research-chemical | tentative,insufflation,insufflation | oral,insufflation | oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
4-Methylthioamphetamine,MTA,4-(methylthio)amphetamine | 4-MTA | Flatliners | MTA | p-methylthioamphetamine | para-methylthioamphetamine,Empathogen,recreational,MAO-A-inhibitor | SERT-dominant | research-chemical | serotonergic-toxin | tentative,oral,oral,oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
4-MPD,,4-Methylpentedrone | p-methyl pentedrone | para-methyl pentedrone,Stimulant,recreational,habit-forming | tentative,inhalation,inhalation | insufflation | oral,inhalation | insufflation | oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
4-PrO-DMT,,4-ProO-DMT | 4-Propionyloxy-DMT | 4-propionoxy-DMT | O-propionylpsilocin | propylpsilocin | psilypropynone,Psychedelic,recreational,prodrug-of-psilocin,inhalation,inhalation | insufflation | oral,inhalation | insufflation | oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
4-PrO-MET,,4-propanoyloxy-MET | 4-propionoxy-MET | O-propionyl-metocin,Psychedelic,recreational,prodrug,insufflation,insufflation | oral,insufflation | oral,yes,yes,,,,,"half_life_minutes, mechanism_of_action, references"
4-T-TRIS,,,Psychedelic,recreational,PIHKAL | no-human-data | phenethylamine,,,,no,no,,,,https://erowid.org/library/books_online/pihkal/pihkal179.shtml,"dose_ranges_by_route, duration_by_route, half_life_minutes, mechanism_of_action"
4-TASB,,4-thioasymbescaline,Psychedelic,recreational,PIHKAL | no-human-data | phenethylamine,oral,oral,oral,yes,yes,,,,https://erowid.org/library/books_online/pihkal/pihkal147.shtml,"half_life_minutes, mechanism_of_action"
4-TIM,,,Psychedelic,recreational,PIHKAL | phenethylamine,,,,no,no,,,,https://erowid.org/library/books_online/pihkal/pihkal154.shtml,"dose_ranges_by_route, duration_by_route, half_life_minutes, mechanism_of_action"
4-TME,,,Psychedelic,recreational,PIHKAL | phenethylamine,oral,oral,oral,yes,yes,,,,https://erowid.org/library/books_online/pihkal/pihkal164.shtml,"half_life_minutes, mechanism_of_action"
4-TSB,,,Psychedelic,recreational,PIHKAL | phenethylamine,,,,no,no,,,,https://erowid.org/library/books_online/pihkal/pihkal177.shtml,"dose_ranges_by_route, duration_by_route, half_life_minutes, mechanism_of_action"
